date,Price,volume,mktcap,avg_blk_size,no trnsactions,mempoolsize,mempoolcount,cost per trnsaction,difficulty,trnsct_vol,hash rate,miner rev,orph block,trnsction per blk,n_transction,n_uni_addres,trnsct_fee,gold
9/1/2010,0.0649,429.8832,251747.1000,0.00083229,408,,,1.399803922,623.3870,688,0.005454017,571.12,0,1,408,459,0.008437006,1250
9/3/2010,0.0634,53.5200,246914.4700,0.000530263,314,,,1.615286624,623.3870,1751,0.004958197,507.2,0,1,314,363,0,1252
9/5/2010,0.0629,507.5544,246039.6400,0.000532586,303,,,1.681485149,623.3870,862,0.005020175,509.49,0,2,303,351,0.000629,1252
9/7/2010,0.06185,207.4314,242922.0600,0.000515358,271,,,1.723127306,623.3870,1347,0.004679299,466.9675,0,1,271,284,0,1247.25
9/9/2010,0.0624,104.0100,246027.6000,0.000665894,343,,,1.373527697,712.8849,1015,0.005351093,471.12,0,2,343,383,0.006864,1253.5
9/11/2010,0.062,464.9484,245482.8000,0.000467784,296,,,1.696621622,712.8849,556,0.005740907,502.2,0,2,296,328,0,1248.75
9/13/2010,0.06201,604.5804,246598.2675,0.000844921,436,,,1.166243119,712.8849,1412,0.005811783,508.482,0,1,436,489,0,1243
9/15/2010,0.175,219.1110,699282.5000,0.000732112,450,,,3.655555556,712.8849,4780,0.006662287,1645,0,2,450,491,0,1270.4
9/17/2010,0.0609,435.7200,244586.5800,0.00043888,379,,,1.735408971,712.8849,1792,0.007654543,657.72,0,4,379,382,0,1281.5
9/19/2010,0.062599,771.1302,252809.1915,0.00048389,339,,,1.93890708,917.8307,2963,0.009581379,657.2895,0,2,339,379,0,1281.5
9/21/2010,0.0633,344.1570,256868.2350,0.001130322,636,,,0.880825472,917.8307,1236,0.008075734,560.205,0,2,636,743,6.33E-09,1278.75
9/23/2010,0.063,930.3198,256863.6000,0.001009344,698,,,0.956733524,917.8307,3306,0.00967263,667.8,0,2,698,801,0,1291.5
9/25/2010,0.0624,129.1500,255815.0400,0.000634817,451,,,1.397427938,917.8307,1066,0.009216374,630.24,0,2,451,499,0,1298
9/27/2010,0.062206,645.1350,256372.6981,0.000836063,639,,,1.158452895,917.8307,1445,0.010858896,740.2514,0,4,639,753,0.00124412,1298.25
9/29/2010,0.06219,1408.5384,257528.7900,0.002503362,998,,,0.551546784,1318.6701,4666,0.011602606,550.44369,0,2,998,1000,0.0640557,1307.5
10/1/2010,0.061999,103.0470,257658.5442,0.001072064,563,,,0.85895595,1318.6701,2350,0.010226025,483.5922,0,2,563,664,0.03471944,1313
10/3/2010,0.0614,430.3578,255875.2900,0.00119124,401,,,0.926359102,1318.6701,18961,0.007931725,371.47,0,2,401,501,0.000476963,1313
10/5/2010,0.06301,1651.5966,263457.4120,0.000970455,353,,,1.097766289,1318.6701,6490,0.008062828,387.5115,0,2,353,471,0,1325.75
10/7/2010,0.0638,2621.5788,267797.3100,0.000686948,370,,,1.491540541,1318.6701,7232,0.0113404,551.87,0,2,370,443,0,1359.5
10/9/2010,0.12001,16906.2255,505584.1285,0.00090849,382,,,2.403341623,1318.6701,14355,0.010029371,918.0765,0,1,382,468,0,1330.5
10/11/2010,0.1301,1409.2910,550283.9700,0.000633018,348,,,3.084267241,1318.6701,5806,0.010815988,1073.325,0,1,348,443,1.41809E-07,1348.5
10/13/2010,0.095,4755.7270,403384.2500,0.000674828,350,,,2.293571429,1378.0282,1954,0.011576864,802.75,0,1,350,446,0,1358.5
10/15/2010,0.119,2464.3330,507535.0000,0.000513108,333,,,3.305555556,1378.0282,7264,0.012672898,1100.75,0,2,333,407,0,1377.25
10/17/2010,0.1045,1822.2190,448414.7250,0.000486128,485,,,3.038041237,1378.0282,4489,0.019317607,1473.45,0,3,485,579,0,1377.25
10/19/2010,0.1024,623.5100,441984.0000,0.001261868,964,,,1.290622407,1378.0282,2720,0.016646023,1244.16,0,2,964,1240,0,1367.75
10/21/2010,0.109,4486.7000,473016.4000,0.000809506,602,,,2.109385382,2149.0218,6726,0.02489103,1269.85,0,2,602,745,0.00084651,1345.25
10/23/2010,0.10901,486.5817,474842.1095,0.00110546,623,,,1.52229053,2149.0218,2456,0.018588151,948.387,0,2,623,776,0.0054505,1319
10/25/2010,0.15,4544.9460,656385.0000,0.000634438,479,,,3.288100209,2149.0218,4299,0.022433975,1575,0,1,479,601,0,1345
10/27/2010,0.19,11809.0566,835734.0000,0.000904467,569,,,3.539543058,2149.0218,18235,0.022647632,2014,0,1,569,778,0,1332.25
10/29/2010,0.191,5450.5015,844430.1000,0.000631426,466,,,4.815987124,2149.0218,16111,0.025104687,2244.25,0,1,466,537,0,1336.75
10/31/2010,0.199,7664.1744,883997.8000,0.00047794,311,,,5.822829582,3091.7369,7535,0.027971776,1810.9,0,1,311,345,0,1336.75
11/2/2010,0.1955,1112.1441,871930.0000,0.000474732,283,,,5.802826855,3091.7369,4977,0.025820101,1642.2,0,1,283,321,0,1358
11/4/2010,0.23601,6236.6703,1057230.3960,0.000485916,339,,,6.648659292,3091.7369,28594,0.029354995,2253.8955,0,1,339,378,0,1361
11/6/2010,0.29,9499.2777,1305188.5000,0.000612703,389,,,7.529562982,3091.7369,28387,0.031045597,2929,0,1,389,453,0,1384.25
11/8/2010,0.37,37825.2256,1674657.0000,0.000842502,498,,,9.695783133,3091.7369,134063,0.04011337,4828.5,0,1,498,544,0.3071,1390
11/10/2010,0.2667,6077.4060,1212884.9250,0.000525642,372,,,6.918427419,4536.3537,6184,0.04352215,2573.655,0,8,372,416,0,1402
11/12/2010,0.251,10587.3014,1146542.9000,0.00043883,296,,,7.250168919,4536.3537,3054,0.038561076,2146.05,0,1,296,333,0,1387
11/14/2010,0.299,4716.4124,1372634.2500,0.000526408,399,,,8.91754386,4536.3537,5671,0.053669801,3558.1,0,46,399,442,0,1387
11/16/2010,0.2827,8482.7525,1303487.2950,0.01785658,12087,,,0.211668321,4536.3537,17785,0.040816109,2558.435,0,76,12087,5349,0.135696,1363.25
11/18/2010,0.289999,10110.6009,1344580.3635,0.000455175,434,,,8.78683606,4536.3537,5600,0.059307385,3813.48685,0,2,434,486,0,1356.75
11/20/2010,0.289,4102.7532,1344008.9500,0.024283,12322,,,0.134860412,6866.8986,12813,0.039255869,1661.75,0,38,12322,610,0.21097,1357.5
11/22/2010,0.282,7897.6380,1315614.6000,0.000689213,395,,,5.711392405,6866.8986,4200,0.054616861,2256,0,2,395,499,0.1692,1357.5
11/24/2010,0.28299,704.1748,1324888.4325,0.00363227,2749,,,0.952221717,6866.8986,8045,0.063150746,2617.6575,0,2,2749,610,0.0877269,1376.25
11/26/2010,0.289,9388.9264,1358155.5000,0.001946276,1542,,,1.902302205,6866.8986,24631,0.069295143,2933.35,0,2,1542,889,0.10693,1366.5
11/28/2010,0.28461,5824.5964,1342491.1395,0.000780229,457,,,5.169065646,6866.8986,5060,0.056664994,2362.263,0,2,457,553,0.0028461,1366.5
11/30/2010,0.275,4510.0125,1302963.7500,0.00066301,455,,,6.346153846,8078.1953,10313,0.084329546,2887.5,0,1,455,565,0.00275,1375
12/2/2010,0.25,4874.9352,1189137.5000,0.000816161,472,,,5.111228814,8078.1953,12297,0.077502868,2412.5,0,2,472,586,0.0175,1390
12/4/2010,0.2589,6568.9656,1236791.1900,0.000562137,402,,,7.052126866,8078.1953,11174,0.087943669,2834.955,0,2,402,515,0.002589,1391.75
12/6/2010,0.225,863.8520,1080225.0000,0.000493663,447,,,6.040268456,8078.1953,15403,0.096376623,2700,0,2,447,540,0.012417104,1411.5
12/8/2010,0.2477,788.9943,1194954.3400,0.000690182,537,,,5.327625698,8078.1953,8015,0.0927625,2860.935,0,4,537,686,0.019816,1395
12/10/2010,0.204,320.0075,988216.8000,0.000717947,382,,,4.005235602,12251.9998,3359,0.091357532,1530,0,3,382,514,0.012240222,1390
12/12/2010,0.228,412.3476,1108422.0000,0.000924764,564,,,3.517021277,12251.9998,2639,0.105974737,1983.6,0,2,564,832,0.038516872,1390
12/14/2010,0.23,2389.2630,1121767.5000,0.001388564,683,,,2.744509517,12251.9998,8236,0.099275184,1874.5,0,2,683,978,0.007810503,1405
12/16/2010,0.2459,3588.8325,1203803.4500,0.000784763,523,,,4.372600382,12251.9998,4728,0.113283339,2286.87,0,3,523,700,0.025754536,1384
12/18/2010,0.249,42.2775,1223100.4500,0.00107957,466,,,4.221244635,12251.9998,6928,0.096229933,1967.1,0,3,466,603,0.054641735,1374.75
12/20/2010,0.275,2777.5046,1355530.0000,0.00163061,934,,,2.340738758,12251.9998,2735,0.096838984,2186.25,0,3,934,1100,0.021679254,1381
12/22/2010,0.267,950.1150,1320835.6500,0.001265,634,,,3.326971609,14484.1624,14144,0.113761835,2109.3,0,3,634,875,0.047373949,1389
12/24/2010,0.25,1258.3125,1240400.0000,0.001113513,578,,,3.243944637,14484.1624,2077,0.108001742,1875,0,3,578,788,0.02207332,1380.5
12/26/2010,0.269999,4146.2425,1343798.5230,0.001234293,650,,,3.053065615,14484.1624,1680,0.105841708,1984.49265,0,3,650,946,0.01889993,1380.5
12/28/2010,0.28,4168.4517,1398194.0000,0.001152663,584,,,4.051369863,14484.1624,8990,0.121681963,2366,0,3,584,772,0.025357749,.
12/30/2010,0.299999,761.9610,1503039.9899,0.001118775,542,,,4.42802952,14484.1624,7230,0.115201859,2399.992,0,8,542,730,0.039715524,1411.5
1/1/2011,0.299998,846.3720,1508164.9455,0.001009073,594,,,4.494919529,14484.1624,4249,0.128162068,2669.9822,0,5,594,775,0.020745636,1410.25
1/3/2011,0.299998,427.5570,1513324.9111,0.001872445,853,,,2.883919812,16307.4209,4844,0.132945992,2459.9836,0,7,853,956,0.20891453,.
1/5/2011,0.298998,107.1480,1512645.8319,0.002231953,1192,,,1.881279362,16307.4209,4746,0.121596944,2242.485,0,8,1192,1064,0.017457405,1382.75
1/7/2011,0.322,13206.3472,1633699.2000,0.001660625,880,,,2.634545455,16307.4209,5304,0.116733066,2318.4,0,7,880,887,0.023675089,1358
1/9/2011,0.322998,541.2384,1644318.2184,0.002145007,1193,,,2.057656999,16307.4209,4919,0.123218236,2454.7848,0,7,1193,1110,0.044462073,1358
1/11/2011,0.329,1554.4960,1680285.2500,0.00229008,1262,,,2.111648177,16307.4209,10925,0.131324699,2664.9,0,5,1262,1185,0.00987,1381
1/13/2011,0.405,7242.8040,2075564.2500,0.001914303,1271,,,2.947482297,16307.4209,12205,0.149969564,3746.25,0,5,1271,1150,0.0324,1380.75
1/15/2011,0.4,591.1074,2056860.0000,0.001684878,932,,,3.690987124,18437.6444,19660,0.157644927,3440,0,5,932,1094,0.043951096,1369.25
1/17/2011,0.4,6384.4025,2063780.0000,0.001364775,816,,,4.240196078,18437.6444,21248,0.158561467,3460,0,8,816,1080,0.061105712,1357.5
1/19/2011,0.3401,2260.4053,1760391.6100,0.001667232,967,,,3.112600827,18437.6444,14224,0.162227629,3009.885,0,7,967,1281,0.021507598,1373.75
1/21/2011,0.44,3391.0200,2285096.0000,0.001820927,1047,,,3.740210124,18437.6444,9737,0.163144169,3916,0,5,1047,1354,0.009013734,1344
1/23/2011,0.4443,505.2960,2314847.4300,0.002296582,1073,,,3.519617894,18437.6444,18353,0.155811847,3776.55,0,6,1073,1397,0.129062823,1344
1/25/2011,0.425,908.7624,2221432.5000,0.001926256,965,,,3.435233161,18437.6444,9593,0.142980283,3315,0,13,965,1282,0.0595,1326
1/27/2011,0.4174,12191.6080,2189116.9100,0.001931638,900,,,3.710222222,22012.3813,244197,0.175078626,3339.2,0,5,900,1184,0.204526,1337.5
1/29/2011,0.446,637.2872,2346093.8000,0.002932687,1290,,,2.593023256,22012.3813,9028,0.164136212,3345,0,5,1290,1642,0.139132412,1316
1/31/2011,0.5,32393.2008,2638000.0000,0.00575808,1815,,,2.066942149,22012.3813,11063,0.164136212,3751.5,0,4,1815,2162,1.695,1333.5
2/2/2011,0.840099,4108.0604,4446686.0120,0.002383654,1004,,,6.777691135,22012.3813,70019,0.177267109,6804.8019,0,4,1004,1283,0.23522772,1337
2/4/2011,0.88,33777.7520,4672800.0000,0.001526105,918,,,9.106753813,22012.3813,23600,0.207905868,8360,0,5,918,1134,0.075561508,1347.5
2/6/2011,0.92,7607.3757,4901668.0000,0.001669177,857,,,9.393232205,22012.3813,22269,0.191492247,8050,0,12,857,1060,0.1196,1347.5
2/8/2011,0.9,6319.1610,4812120.0000,0.001528331,842,,,9.19239905,25997.8799,26738,0.222286199,7740,0,9,842,1053,0.288441675,1354
2/10/2011,1.1,25497.2544,5901940.0000,0.00338155,1866,,,5.57073955,25997.8799,72572,0.244256346,10395,0,10,1866,2797,0.883348488,1358.75
2/12/2011,1.0899,4366.0552,5868512.0550,0.003131047,1903,,,5.440909091,25997.8799,36859,0.245548708,10354.05,0,9,1903,2918,0.688674394,1359
2/14/2011,1.08,7522.3430,5836266.0000,0.003793581,1978,,,5.078948433,25997.8799,29065,0.240379262,10046.16,0,10,1978,2838,2.3004,1356.75
2/16/2011,1.05019,7480.0752,5698435.9590,0.002515113,2062,,,5.882490058,25997.8799,30500,0.298535534,12129.6945,0,10,2062,2466,0.234677484,1374.5
2/18/2011,1.05019,32883.8624,5722380.2910,0.003058528,2086,,,5.437225312,36459.8869,30662,0.391485055,11342.052,0,9,2086,3034,0.4830874,1385.5
2/20/2011,0.954896,8477.9425,5220511.9216,0.002618266,1698,,,5.286232273,36459.8869,29573,0.340736992,8976.0224,0,9,1698,2492,0.17188128,1385.5
2/22/2011,0.869499,10643.8288,4770941.0130,0.003017519,2152,,,4.282848234,36459.8869,27368,0.384235332,9216.6894,0,8,2152,3143,0.16520481,1394.5
2/24/2011,0.9499,12747.7555,5233806.5150,0.00285136,1957,,,5.193628002,36459.8869,30986,0.387860193,10163.93,0,12,1957,2847,0.149794215,1414.5
2/26/2011,0.988567,4459.7454,5470235.4945,0.002510335,1964,,,6.316963264,36459.8869,52359,0.454920133,12406.51585,0,16,1964,2901,0.702372652,1405
2/28/2011,0.949231,4093.4696,5273357.8974,0.003519928,1932,,,4.102525285,55589.5181,24184,0.461482779,7926.07885,0,7,1932,2706,0.510547472,1409.75
3/2/2011,0.9498,2522.5204,5290718.4300,0.005318633,2974,,,2.698658373,55589.5181,97038,0.467009519,8025.81,0,9,2974,4755,0.2341257,1430.5
3/4/2011,0.9392,2467.8199,5249611.4400,0.003531985,2119,,,4.410561208,55589.5181,39776,0.549910617,9345.9792,0,11,2119,2996,1.31356512,1418
3/6/2011,0.910445,10732.5165,5113241.2090,0.002833352,1918,,,6.410615081,55589.5181,40280,0.746109882,12295.55973,0,15,1918,2750,4.671766438,1418
3/8/2011,0.9072,3939.2295,5114430.7200,0.004458451,2530,,,3.461703083,55589.5181,37702,0.533330397,8758.1088,0,20,2530,3547,4.180683726,1435
3/10/2011,0.87,7893.4189,4916761.5000,0.004125059,1491,,,3.472997988,76192.6193,115881,0.450719123,5178.24,0,25,1491,2388,2.157284573,1424.25
3/12/2011,0.9197,4340.5470,5210146.4850,0.006117628,2812,,,2.240705797,76192.6193,60424,0.518895124,6300.8647,0,24,2812,2600,1.367535205,1409.75
3/14/2011,0.9,4689.6236,5109165.0000,0.008058761,2981,,,1.766789668,76192.6193,124309,0.443144011,5266.8,0,28,2981,2388,1.96345458,1424.5
3/16/2011,0.89,6740.1770,5063210.0000,0.006623541,3237,,,2.00738029,76192.6193,61691,0.552983125,6497.89,0,47,3237,2581,1.6109,1398.5
3/18/2011,0.850617,10954.1894,4850600.9117,0.005898978,2759,,,2.127621572,76192.6193,57847,0.52268268,5870.107917,0,29,2759,2802,1.040134451,1415.5
3/20/2011,0.79,4477.7964,4514178.5000,0.006207824,2674,,,1.846780105,76192.6193,34938,0.473444456,4938.29,0,12,2674,2378,1.056292173,1415.5
3/22/2011,0.799646,9475.2216,4580532.2172,0.005704,2301,,,2.193205522,76192.6193,63477,0.477232012,5046.565906,0,14,2301,3504,9.012250314,1425.5
3/24/2011,0.9,12328.2456,5168880.0000,0.004998342,2218,,,3.087511271,76192.6193,98185,0.575708459,6848.1,0,18,2218,3802,8.659433097,1441.25
3/26/2011,0.905,10228.0854,5211306.7500,0.007498248,2987,,,2.137217944,68977.7846,101642,0.483475502,6383.87,0,10,2987,3808,4.3259905,1434
3/28/2011,0.8575,10177.7715,4951333.6250,0.007511215,3420,,,2.044460526,68977.7846,57362,0.558911396,6992.055,0,9,3420,5102,4.1700225,1420
3/30/2011,0.795,2542.3938,4602771.7500,0.003898391,1625,,,3.817467692,68977.7846,43376,0.534909066,6203.385,0,12,1625,2870,3.125065508,1419
4/1/2011,0.79997,2485.6806,4646625.7450,0.003348029,1573,,,4.45145417,68977.7846,38322,0.600058248,7002.13741,0,12,1573,2785,2.479907,1434.5
4/3/2011,0.7998,3066.4842,4659874.7400,0.003414126,1603,,,4.167641547,68977.7846,45209,0.572627013,6680.7294,0,10,1603,2708,2.519449996,1434.5
4/5/2011,0.71,6519.3010,4150234.0000,0.004062782,2272,,,3.1578125,68977.7846,45955,0.692638663,7174.55,0,9,2272,3741,3.855797,1434.5
4/7/2011,0.7677,8124.7425,4499067.4650,0.004012346,1842,,,3.377129805,82345.6441,51998,0.663134716,6220.6731,0,12,1842,3057,2.43376254,1456.5
4/9/2011,0.7676,8968.3560,4510571.1200,0.003976704,1749,,,3.490846427,82345.6441,48280,0.650854443,6105.4904,0,18,1749,3078,3.208568,1470.5
4/11/2011,0.781,11277.3661,4601886.3000,0.004956052,1879,,,3.202141565,82345.6441,36299,0.630387322,6016.824,0,11,1879,3040,3.686936092,1469.5
4/13/2011,1,40359.7308,5910700.0000,0.004948796,2480,,,4.053629032,82345.6441,74439,0.822778259,10053,0,17,2480,3759,3.67138575,1458
4/15/2011,1.08999,50304.6100,6458844.7440,0.007121815,2001,,,3.677967256,82345.6441,100098,0.552612263,7359.61248,0,22,2001,3050,2.344615883,1472.5
4/17/2011,1.085,26163.7560,6447992.2500,0.004774567,2320,,,4.162752155,82345.6441,780771,0.728629503,9657.585,0,13,2320,3531,2.1076125,1472.5
4/19/2011,1.19,14816.9414,7089663.0000,0.008931858,3567,,,2.353644519,92347.5910,2000468,0.647277934,8395.45,0,15,3567,5118,6.998725735,1495
4/21/2011,1.1979,46368.9142,7155236.3850,0.004159236,1912,,,5.170642626,92347.5910,73586,0.757452902,9886.2687,0,14,1912,3310,4.360355173,1507
4/23/2011,1.549,103261.5580,9278974.7000,0.004876953,2100,,,6.27345,92347.5910,128333,0.78040602,13174.245,0,22,2100,3399,8.2256547,.
4/25/2011,1.701,21285.1280,10218927.6000,0.005958856,2516,,,6.359819952,92347.5910,76427,0.863037245,16001.307,0,21,2516,4110,13.39242533,.
4/27/2011,1.95,62474.4414,11752162.5000,0.010131358,4550,,,4.074857143,92347.5910,105119,0.872218493,18540.6,0,14,4550,6329,17.44995936,1508
4/29/2011,2.7,149125.2588,16320960.0000,0.006579822,3474,,,7.855181347,92347.5910,550045,0.927305976,27288.9,0,15,3474,5505,18.94018904,.
5/1/2011,4.09,143724.2998,24801146.5000,0.009398031,4648,,,8.633173408,109670.1333,327093,1.068539452,40126.99,0,16,4648,7135,47.08345554,.
5/3/2011,3.49,56171.6776,21230019.0000,0.006050213,3235,,,11.17015765,109670.1333,321812,1.128508503,36135.46,0,13,3235,5240,16.48981808,1546.5
5/5/2011,3.5,52344.6594,21363300.0000,0.0059795,3399,,,11.74595469,109670.1333,267356,1.242994872,39924.5,0,15,3399,5773,27.09735809,1514.5
5/7/2011,3.7,64378.1769,22661390.0000,0.006439114,3889,,,10.42355361,109670.1333,369563,1.193929285,40537.2,0,16,3889,6110,25.1779561,1487.75
5/9/2011,3.937,43779.5340,24202510.6500,0.006143169,3560,,,13.7806059,109670.1333,285840,1.357481242,49058.957,0,17,3560,6323,46.0563171,1505
5/11/2011,6.065,281244.9525,37401642.0000,0.008118674,3272,,,17.34790189,157416.4018,692885,1.463314603,56762.335,0,18,3272,5921,58.61829881,1524.5
5/13/2011,8.45,478745.2076,52263672.5000,0.010048866,4404,,,19.30414396,157416.4018,2737966,1.572867568,85015.45,0,17,4404,7624,95.67741748,1511
5/15/2011,8.55,123307.4238,53085667.5000,0.008049,3990,,,24.45857143,157416.4018,2326710,1.784148286,97589.7,0,21,3990,7124,123.5258713,1511
5/17/2011,8.38901,265797.8592,52289118.7805,0.007254896,4355,,,25.06686272,157416.4018,1159406,2.034555063,109166.1871,0,21,4355,9093,111.5307742,1495.5
5/19/2011,7.34,170077.4136,45920875.0000,0.011870309,5131,,,12.97195868,244112.4878,408467,2.196416463,66559.12,0,18,5131,11265,136.6077258,1488.75
5/21/2011,6.6036,185738.0430,41458061.1600,0.009329995,4822,,,14.61091008,244112.4878,2827342,2.584733186,70453.8084,0,21,4822,9193,125.515969,1502.75
5/23/2011,7.45,250487.1480,46969642.5000,0.008492036,5775,,,17.89161039,244112.4878,656643,3.361366632,103324.05,0,32,5775,10157,142.4645368,1508.5
5/25/2011,7.51,511118.5212,47568340.0000,0.008748257,6172,,,17.79062054,244112.4878,566716,3.543390095,109803.71,0,31,6172,12928,160.7138458,1527
5/27/2011,8.92,125124.0528,56729416.0000,0.01089348,5491,,,16.10830814,434877.0455,3111304,4.280335327,88450.72,0,34,5491,9863,146.5809909,1525
5/29/2011,8.4992,62146.5820,54192599.0400,0.011163688,4725,,,15.58456483,434877.0455,526541,3.739888948,73637.0688,0,41,4725,9270,122.6769926,1525
5/31/2011,9.4998,406654.5384,60716546.7300,0.017599307,6203,,,11.51676544,434877.0455,636881,3.242678278,71438.496,0,39,6203,12252,199.0938136,1537
6/2/2011,10.57,414987.8997,67751057.5000,0.016160689,7157,,,14.06724186,434877.0455,856819,4.107392486,100679.25,0,51,7157,12768,265.1180876,1540.75
6/4/2011,17.41,729840.3294,111958487.0000,0.017692921,8773,,,21.49409666,434877.0455,1521884,4.669456721,188567.71,0,57,8773,16750,551.6127064,1531
6/6/2011,19.23,1017006.9962,124102728.0000,0.015958724,9808,,,24.5590314,567269.5302,2089946,7.049780324,240874.98,0,48,9808,17688,508.8048201,1542.75
6/8/2011,31.9099,2859210.6100,206495344.8800,0.027564,11394,,,25.7346034,567269.5302,4909663,5.160439197,293220.0711,0,49,11394,20730,1251.423492,1535.5
6/10/2011,35,2274776.2940,227258500.0000,0.02052081,11233,,,35.32404522,567269.5302,3843920,6.373001413,396795,0,50,11233,21061,1324.880418,1541
6/12/2011,24.99,2450857.3336,162849834.0000,0.020799126,11668,,,25.57469918,567269.5302,15503803,6.711390869,298405.59,0,64,11668,21909,1028.376734,1541
6/14/2011,20.99,696002.8075,137276699.0000,0.022939044,12602,,,18.79306221,567269.5302,6262642,6.344802292,236830.17,0,52,12602,23877,702.535958,1519
6/16/2011,19.96,927952.3604,131022430.0000,0.025051806,11777,,,17.08557018,876954.4935,2639725,8.762322509,201216.76,0,39,11777,22537,633.1842381,1525
6/18/2011,17.2,570006.2620,113233620.0000,0.02415805,12025,,,14.48948025,876954.4935,1998701,8.805916154,174236,0,44,12025,23543,520.745292,1526.25
6/20/2011,17.35,570006.2620,114612365.0000,0.020048509,11278,,,17.87766891,876954.4935,14519535,10.11372548,201624.35,0,63,11278,23113,365.4181139,1537
6/22/2011,15.05,570006.2620,99795797.5000,0.016319548,11810,,,17.22530483,876954.4935,1843731,11.77028397,203430.85,0,71,11810,24881,269.2433559,1546
6/24/2011,16.7501,570006.2620,111469402.9850,0.017696625,11134,,,18.07548514,1379192.2882,1777963,16.45440492,201252.4515,0,57,11134,22763,253.0559878,1521
6/26/2011,17.51001,234690.7687,116794393.2015,0.026421252,10298,,,13.21497356,1379192.2882,1101639,10.62680318,136087.7977,0,52,10298,20531,395.4798913,1521
6/28/2011,17.52,413060.6795,117135216.0000,0.030109268,10892,,,12.33895703,1379192.2882,2629087,10.48968314,134395.92,0,49,10892,22877,368.6908315,1502.5
6/30/2011,17.5,577209.2469,117314750.0000,0.023141293,9885,,,16.05361659,1379192.2882,1747351,12.40936371,158690,0,56,9885,20088,320.5489873,1508
7/2/2011,16.49,302108.8172,110836710.5000,0.025255383,9454,,,15.29171039,1379192.2882,1501123,11.99800359,144567.83,0,69,9454,31999,290.8684584,1492.75
7/4/2011,15.85,756970.8152,106791752.5000,0.023876585,9495,,,13.71329647,1379192.2882,962698,11.24384337,130207.75,0,53,9495,20364,241.9072789,1495.25
7/6/2011,16.5,1654911.1360,111424500.0000,0.030311532,11053,,,11.67076812,1379192.2882,1426877,10.6953632,128997,0,66,11053,23786,309.0885876,1515.8
7/8/2011,15.64276,500146.5770,105856903.3340,0.023370218,8211,,,14.02723686,1563027.9961,780059,11.42168584,115177.6419,0,52,8211,19803,203.4942742,1526
7/10/2011,15.68,682889.0536,106345680.0000,0.026381382,8057,,,14.03551694,1563027.9961,814691,11.18859021,113084.16,0,53,8057,25941,200.6544322,1526
7/12/2011,14.63988,372944.6165,99505800.3720,0.026594458,8795,,,12.00486806,1563027.9961,830828,11.18859021,105582.8146,0,53,8795,20971,178.281072,1544.5
7/14/2011,14.1,246019.9588,96073875.0000,0.023966773,8419,,,12.91927782,1563027.9961,708563,11.96557564,108767.4,0,60,8419,25498,201.9817129,1592.5
7/16/2011,14.1,235142.3538,96299475.0000,0.021001654,7821,,,14.35600307,1563027.9961,611225,12.35406836,112278.3,0,55,7821,21029,189.5067884,1578.5
7/18/2011,13.6901,988928.9193,93720371.0850,0.027509386,8185,,,12.8119934,1563027.9961,2566237,11.8878771,104866.166,0,55,8185,19515,143.1081394,1598.25
7/20/2011,14.04,317305.4510,96331248.0000,0.02679265,8545,,,11.76599649,1690895.8031,787825,12.01984874,100540.44,0,60,8545,21109,161.5297582,1584.25
7/22/2011,13.9389,207010.7130,95845270.2900,0.024754594,8437,,,11.83080039,1690895.8031,799642,12.01984874,99816.4629,0,46,8437,21044,164.1826054,1588
7/24/2011,13.979999,368998.3836,96352250.1079,0.019371176,7866,,,15.65240925,1690895.8031,579072,14.79365999,123121.8512,0,46,7866,20708,110.5017133,1588
7/26/2011,14.4,233602.5926,99481680.0000,0.022624503,8401,,,14.49770265,1690895.8031,889346,14.20527578,121795.2,0,44,8401,21078,124.0464884,1610
7/28/2011,14,445567.8547,96961200.0000,0.022029263,7818,,,14.96520849,1690895.8031,1298118,14.03716601,116998,0,59,7818,22225,104.3979677,1617.5
7/30/2011,13.8,82592.2614,95792010.0000,0.01852248,6854,,,15.31409396,1690895.8031,687360,12.77634272,104962.8,0,62,6854,18672,91.16017759,1613.75
8/1/2011,13.5501,286422.3453,94289725.8600,0.019978394,8032,,,14.77318547,1888786.7054,784067,16.43111687,118658.2257,0,57,8032,21414,100.9987025,1613.5
8/3/2011,13.1,943502.5985,91358090.0000,0.022020409,8054,,,12.94222746,1888786.7054,1241578,14.92884333,104236.7,0,55,8054,15703,98.12744492,1667.5
8/5/2011,11.55,315963.6363,80705047.5000,0.022767087,7308,,,10.91465517,1888786.7054,1354022,12.9571093,79764.3,0,50,7308,18013,73.80849769,1665
8/7/2011,9.8,693495.0112,68600980.0000,0.022247721,6725,,,9.431315985,1888786.7054,1277865,12.11208044,63425.6,0,51,6725,17200,224.6666463,1665
8/9/2011,12.1,1112675.4216,84859720.0000,0.029167707,8638,,,9.330643668,1888786.7054,838551,12.48764882,80598.1,0,61,8638,20864,134.0729162,1770
8/11/2011,10.4959,550344.8832,73767809.1750,0.024268837,8116,,,8.739686077,1888786.7054,580148,12.67543301,70931.2922,0,68,8116,16032,94.14537158,1786
8/13/2011,10.05,291645.6480,70767075.0000,0.023684383,7386,,,8.716531275,1888786.7054,450891,12.01818834,64380.3,0,47,7386,15861,68.31961458,1755
8/15/2011,11.89,431473.8890,83881572.0000,0.026624832,8347,,,10.19773691,1888786.7054,794343,13.42656978,85120.51,0,49,8347,16500,110.139909,1738
